#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2024-12-11T19:44:58 [V7.4.2]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2024-12-11T19:44:58   Query execution date
#INFO request=https://vizier.cfa.harvard.edu/viz-bin/asu-txt?-oc.form=sexa&-out.max=99999&-source=J/A+A/605/A103/hd20794&-order=I&-out=RJD&-out=RV&-out=e_RV&-out=BIS&-out=FWHM&-out=Halpha&-out=logR&apos;(HK)&-#out=NaD1&-out=NaD2&-out=3AP2-1&-out=3AP3-2&-out=6AP2-1&-out=6AP3-2&-out=6AP4-3&-out=6AP5-4&-out=6AP6-5&-out=9AP2-1&-out=9AP3-2&-out=9AP4-3&-out=9AP5-4&-out=9AP6-5&-out=9AP7-6&-out=9AP8-7&-out=9AP9-8&   Full request #URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.4.2   Software version
#INFO publisher=CDS   Data centre that produced the VOTable

#RESOURCE=yCat_36050103
#Name: J/A+A/605/A103
#Title: HD20794 HARPS radial velocities (Feng+, 2017)
#INFO ivoid=ivo://cds.vizier/j/a+a/605/a103     IVOID of underlying data collection     
#INFO creator=Feng F.     First author or institution     
#INFO cites=bibcode:2017A&A...605A.103F     Article or Data origin sources     
#INFO editor=Astronomy and Astrophysics     Editor name (article)     
#INFO original_date=2017     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/605/A103     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.36050103     Dataset identifier that can be used for citation     
#INFO publication_date=2017-09-18     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_A_A_605_A103_hd20794:
#Name: J/A+A/605/A103/hd20794
#Title: HARPS radial velocities for HD20794 and corresponding noise proxies
#---Details of Columns:
#    RJD (d)      (F11.5) Reduced Julian Date (JD-2400000) [ucd=time.epoch]
#    RV (m/s)     (F9.5)  Radial velocity variation [ucd=phys.veloc;arith.diff]
#    e_RV (m/s)   (F8.5)  rms uncertainty on radial velocity [ucd=stat.error]
#    BIS (m/s)    (F9.5)  Bisector span of the cross-correlation function [ucd=phys.veloc]
#    FWHM (km/s)  (F8.5)  Cross-correlation function (CCF) FWHM [ucd=spect.line.width]
#    Halpha       (F8.5)  Activity index H-alpha [ucd=spect.index;em.line.Halpha]
#    logR'(HK)    (F8.5)  Activity index logR'(HK) [ucd=meta.code;spect.index;em.opt.R]
#    NaD1         (F8.5)  Activity index Sodium NaD1 [ucd=spect.index]
#    NaD2 (m/s)   (F8.5)  Activity index Sodium NaD2 [ucd=spect.index]
#    3AP2-1 (m/s) (F8.5)  Differential radial velocity 3AP2-1 [ucd=phys.veloc;arith.diff]
#    3AP3-2 (m/s) (F8.5)  Differential radial velocity 3AP3-2 [ucd=phys.veloc;arith.diff]
#    6AP2-1 (m/s) (F8.5)  Differential radial velocity 6AP2-1 [ucd=phys.veloc;arith.diff]
#    6AP3-2 (m/s) (F8.5)  Differential radial velocity 6AP3-2 [ucd=phys.veloc;arith.diff]
#    6AP4-3 (m/s) (F8.5)  Differential radial velocity 6AP4-3 [ucd=phys.veloc;arith.diff]
#    6AP5-4 (m/s) (F8.5)  Differential radial velocity 6AP5-4 [ucd=phys.veloc;arith.diff]
#    6AP6-5 (m/s) (F8.5)  Differential radial velocity 6AP6-5 [ucd=phys.veloc;arith.diff]
#    9AP2-1 (m/s) (F8.5)  Differential radial velocity 9AP2-1 [ucd=phys.veloc;arith.diff]
#    9AP3-2 (m/s) (F8.5)  Differential radial velocity 9AP3-2 [ucd=phys.veloc;arith.diff]
#    9AP4-3 (m/s) (F8.5)  Differential radial velocity 9AP4-3 [ucd=phys.veloc;arith.diff]
#    9AP5-4 (m/s) (F8.5)  Differential radial velocity 9AP5-4 [ucd=phys.veloc;arith.diff]
#    9AP6-5 (m/s) (F8.5)  Differential radial velocity 9AP6-5 [ucd=phys.veloc;arith.diff]
#    9AP7-6 (m/s) (F8.5)  Differential radial velocity 9AP7-6 [ucd=phys.veloc;arith.diff]
#    9AP8-7 (m/s) (F8.5)  Differential radial velocity 9AP8-7 [ucd=phys.veloc;arith.diff]
#    9AP9-8 (m/s) (F9.5)  Differential radial velocity 9AP9-8 [ucd=phys.veloc;arith.diff]
#----------- --------- -------- --------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- #---------
#                      e_                 FWH               l                 Na       3AP2     3AP3     6AP2     6AP3     6AP4     6AP5     6AP6     9AP2     9AP3     9AP4     9AP5     9AP6     9AP7     9AP8     #9AP      
#RJD (d)     RV (m/s)  RV (m/s) BIS (m/s) M (km/s) Halpha   ogR'(HK) NaD1     D2 (m/s) -1 (m/s) -2 (m/s) -1 (m/s) -2 (m/s) -3 (m/s) -4 (m/s) -5 (m/s) -1 (m/s) -2 (m/s) -3 (m/s) -4 (m/s) -5 (m/s) -6 (m/s) -7 (m/s) #9-8 (m/s)
#----------- --------- -------- --------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- #---------
RJD RV e_RV BIS FWHM Halpha logR'(HK) NaD1 NaD2 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
53694.63159  -3.73462  0.30657 -40.16712  6.38580  0.16775  0.96978  0.70292  0.49130  0.51567  1.08712  1.17742  0.70580 -1.16464 -0.30641  6.31904  4.88360 -2.59546  0.95692  0.36439 -0.24903 -0.69082  3.02925   3.43729
53694.63337  -2.78173  0.33103 -41.98727  6.38806  0.16733  0.96979  0.70276  0.49228  2.65367  1.69302  1.85681  2.22575 -0.23852  0.46800  4.08857 -1.26839  1.77651  1.46269  0.50346  0.67837 -0.05355  0.86331   4.38877
53694.63510  -2.00651  0.33751 -41.01727  6.38766  0.16726  0.97018  0.70245  0.49139  2.00311  2.76287  0.77642  2.26501 -1.03365  2.19426  3.30217 -0.15021  0.61062  1.79961 -0.23059  0.24117  1.31942  1.69588   3.92465
53694.63681  -2.71030  0.33945 -42.00023  6.38494  0.16728  0.97018  0.70273  0.49038  2.92076  2.21941  1.88651  2.71324 -0.71962  1.71170  2.67246  0.67106  0.27164  2.33856  0.76212 -0.33417  1.36946  0.99816   2.21084
53694.63866  -1.64828  0.32756 -41.81632  6.38713  0.16706  0.96956  0.70280  0.49218  0.26569  2.50264  2.15687  0.34811 -1.51665  2.12520  3.59169 -0.20836  2.24025  0.01978 -2.02127  1.43830  1.15001  1.70909   2.58071
53694.64036  -2.86908  0.30616 -41.49287  6.38628  0.16820  0.96907  0.70327  0.49081  1.51302  4.21898  1.79766  1.36016 -0.80228  3.52303  3.52981  1.59413  0.88494  0.63800  0.63825 -0.50695  3.65650  1.32850   0.68868
53694.64209  -2.74861  0.31458 -40.90489  6.38589  0.16788  0.96986  0.70317  0.49129  2.13261  1.74963  1.89032  2.18704 -1.32405  2.01580  1.38141  2.06097  1.13201  1.29235  0.13536 -0.22586  1.62692 -0.82374   3.82882
53694.64385  -3.05545  0.30696 -41.45090  6.38499  0.16760  0.97035  0.70338  0.49147  0.46848  1.46628 -0.98383  1.32847 -1.24211  0.86113  3.98360 -1.53492 -0.12505  0.89921 -0.91498  1.34863 -0.32108  2.15060   1.85209
53694.64558  -3.21354  0.30047 -41.42968  6.38502  0.16805  0.97126  0.70427  0.49110  1.91725  2.13959 -0.31891  2.84153 -1.80521  1.47571  5.09643  0.37317 -1.19753  2.74383  0.14695 -1.36451  1.30773  2.58929   4.36459
53694.64733  -4.50690  0.32036 -41.10099  6.38555  0.16752  0.97087  0.70375  0.49065  1.86225  2.64733  0.22354  1.61934  0.38522  1.38283  3.28948  1.26943 -0.23976  0.97765  0.85348  1.10010  0.72671  1.16408   2.00082
53694.64913  -1.84489  0.31668 -41.81083  6.38447  0.16775  0.97088  0.70422  0.49137  0.14284  3.18802  0.36435  0.24181 -0.44080  1.92717  4.63724  2.78310 -1.55060 -0.26294  2.25400 -2.02771  2.94713  0.24120   4.65611
53694.65085  -3.93978  0.31431 -42.49342  6.38487  0.16756  0.96964  0.70482  0.49083  0.92433  3.39727  2.07113  0.34373 -0.04057  3.06875  1.08661  3.28745  0.87375 -0.67827  1.36542 -0.25337  3.53288 -2.04238   2.43199
53694.65261  -2.34101  0.32375 -41.78591  6.38638  0.16782  0.97144  0.70416  0.49173  2.56432  3.21606  1.52889  2.73604 -1.30245  3.16172  2.28847  3.49539 -0.51972  2.38166  0.68184 -1.56057  3.83448 -0.73419   3.50627
53694.65432  -3.68177  0.31444 -42.34813  6.38448  0.16798  0.97065  0.70403  0.49108  2.53962  3.99607  2.24559  2.72396 -1.83034  4.46849  1.58954  2.65044  1.18958  1.51757  0.31999 -0.33274  4.00737 -0.83004   2.94360
53694.65610  -2.44085  0.32193 -41.05855  6.38578  0.16727  0.97003  0.70438  0.49019  0.85154  1.38040  1.41631 -0.06906  1.10169  0.32660  1.41730  2.11931  0.48937 -0.33914 -0.18279  2.69826 -1.03699  0.99611   0.90490
53694.65786  -2.55946  0.30527 -41.51915  6.38622  0.16783  0.97007  0.70331  0.48961  1.21094  2.50219  1.05390  0.88480  0.04673  1.92477  1.71614  0.45341  0.86825  0.32816  0.62227  0.11767  2.01314 -0.35090   1.99894
53694.65956  -2.99762  0.29280 -41.51867  6.38581  0.16811  0.96940  0.70454  0.49076  0.04092  3.43960 -0.87024  0.20521  0.20459  2.19443  3.61807 -1.07987 -0.21209 -0.84819  2.50414 -1.17979  2.53634  0.69346   2.94184
53694.66133  -3.94037  0.29171 -41.91252  6.38594  0.16812  0.96885  0.70483  0.49025  1.19454  2.49952  0.30328  1.66603 -1.23256  1.71686  4.59516 -0.36807 -0.33715  1.71936 -0.83626  0.66062  0.94995  1.47931   5.30143
53694.66312  -3.76549  0.28272 -42.05548  6.38469  0.16787  0.96885  0.70488  0.49110  0.84321  2.73530 -1.15768  1.83987 -1.45245  2.69291  2.71589 -1.21710  0.04336  1.59515 -1.38357  0.75041  2.34070  0.31496   2.00818
53694.66488  -3.70257  0.30462 -41.01392  6.38438  0.16835  0.96851  0.70276  0.49070  1.16222  2.15077  1.39223  0.97620 -0.48702  1.82570  1.84093  0.29611  1.12546  0.18856  1.36278 -1.47376  2.48763 -0.16204   1.52804
53695.58213  -3.07040  0.28232 -42.25653  6.38744  0.16818  0.96871  0.70239  0.49108  1.91131  1.38247 -0.81082  2.30241 -0.32716  0.96839  1.89483 -2.44092  0.41296  1.58500  0.52224  0.58195  0.53965  0.43574   0.17757
53695.58389  -3.47642  0.27875 -41.79726  6.38798  0.16831  0.96778  0.70271  0.49025  3.01404  1.56170  0.09803  3.25278 -0.59037  1.45003  1.40231 -0.75347  0.96425  2.37017  0.47453 -0.01335  0.91911  0.64644   1.34756
53695.58568  -2.35204  0.28751 -42.05046  6.38943  0.16804  0.96685  0.70272  0.48975  2.61322  0.53076 -0.26706  3.06359 -0.81319  0.52852  1.40937  1.80221 -0.53326  2.46524  0.76800 -1.05560  0.63916  0.69249   0.31209
53695.58747  -3.40399  0.28224 -40.65435  6.38789  0.16791  0.96886  0.70309  0.49027  2.46757  1.68336 -1.53582  3.16755 -0.53479  0.85748  3.50576  0.32743  0.17491  1.82591  1.01996 -0.31664  1.01631 -0.25054   3.91343
53695.58919  -2.82376  0.27427 -40.05703  6.38638  0.16836  0.96872  0.70322  0.49019  2.78959  0.24364 -0.74139  2.91710  0.21216 -1.25390  4.43584  0.23115 -0.30712  2.14635  1.74584 -0.92438 -1.26683  3.81602  -0.96783
53695.59094  -4.37565  0.26615 -41.37803  6.38671  0.16825  0.96900  0.70334  0.49144  2.22904  1.33630 -1.61167  2.39779  0.71520 -0.54255  4.80089 -0.46283 -0.47604  1.74873  1.52138 -0.35792 -0.54365  3.25756   1.18431
53695.59271  -2.56790  0.27958 -41.23271  6.38720  0.16854  0.96865  0.70322  0.48984  2.73833  0.83715 -1.95130  3.01475  0.70349 -0.02055  1.50235 -0.66012 -1.29953  2.77463  1.17540  0.06303 -0.28985  1.36317   0.15843
53695.59446  -3.38912  0.28178 -42.04407  6.38879  0.16768  0.96869  0.70402  0.49035  0.81896  0.81284 -1.78858  1.16621  0.39817 -0.94704  4.94257  1.27569 -0.99322  0.34042  1.33381  0.00395 -1.67926  3.78792   2.51157
53695.59624  -3.85943  0.27177 -41.38411  6.38740  0.16837  0.96850  0.70321  0.49025  1.82072  1.72190 -2.35405  2.93852 -0.92994  1.20896  3.32333 -0.52993 -0.87556  2.19070  0.36588 -0.29453  0.71072  2.46281   0.40155
53695.59800  -3.99586  0.27440 -41.32400  6.38653  0.16868  0.96845  0.70387  0.48950  1.78666  1.68896 -1.08655  2.18258 -0.16041  1.48473  0.94416  0.38136 -1.16094  1.52664  1.61442 -0.58609  0.31519  2.80453  -0.24378
53695.59975  -4.25413  0.26629 -41.40923  6.38559  0.16816  0.96882  0.70278  0.48993  2.59641  2.36430 -0.70969  2.42404  0.86386  1.11283  2.54387 -0.07686 -0.18288  1.64859  1.89691 -0.19482  0.39336  4.03767  -2.34676
53695.60147  -3.18137  0.27407 -41.26611  6.38730  0.16830  0.96881  0.70326  0.49004  2.24292  0.02775  0.04820  2.25134 -0.05102 -0.51424  1.85979  0.84288  0.21730  1.47265  1.80623 -1.82054 -0.42451  3.32502  -2.54548
53695.60323  -3.72971  0.26851 -41.72478  6.38601  0.16821  0.96929  0.70296  0.49004  2.47674  1.25248  0.21788  2.38346  0.06103  0.93585  0.92207  0.74676  0.70650  1.13360  2.11113 -1.24742  0.71874  2.17777  -2.45229
53695.60500  -3.76152  0.26909 -39.74222  6.38660  0.16842  0.96916  0.70254  0.49062  2.77051  1.84653 -0.44214  2.66606  0.53505  1.19674  1.13871 -1.26805  0.16687  2.13334  1.54201 -0.56629  1.08807  2.19079  -2.75628
53695.60672  -4.77058  0.26418 -41.29754  6.38662  0.16864  0.96919  0.70226  0.49048  1.82906  2.27571 -0.36558  2.07066 -0.29428  1.36554  3.55141  0.79764 -0.10879  1.39345  0.53827  0.22591  0.54915  3.11492   0.55199
53695.60848  -3.83404  0.26086 -40.95724  6.38573  0.16801  0.96913  0.70422  0.48957  2.01657  2.31295  0.26669  1.97583 -0.09021  1.59130  2.59285  1.09386  0.32114  0.84674  1.74158 -0.56490  1.15333  2.04365   0.13296
53695.61021  -3.76554  0.25990 -41.03669  6.38581  0.16885  0.96935  0.70277  0.49002  2.09468  1.95769 -1.34086  2.53759 -0.09882  1.04169  3.19282 -1.41129  0.48195  1.32062  1.97692 -1.47144  1.00184  2.72891   0.53992
53695.61196  -3.19727  0.27610 -40.85011  6.38815  0.16860  0.96826  0.70323  0.48996  1.99311  0.69852 -2.02669  2.47934  0.27300  0.36384  0.60012 -1.23538 -1.48710  2.40174  1.03960 -0.36515  0.33300  0.54110  -0.18732
53695.61374  -4.29003  0.26391 -41.37706  6.38648  0.16815  0.96843  0.70291  0.48943  2.14207  2.11059 -1.09412  2.32262  0.34438  0.79066  3.66851  0.86848 -1.26186  2.67486 -0.73949  1.45396  0.05558  3.30870  -0.32768
53695.61547  -4.94796  0.26640 -40.82118  6.38703  0.16818  0.96854  0.70369  0.49004  2.58146  2.15423 -0.31210  2.68329 -0.01795  1.45770  2.29182  0.52165 -0.25601  2.32932  0.23004  0.62714  1.13535 -0.01337   3.39917
53695.61725  -3.40731  0.26648 -41.37908  6.38530  0.16825  0.96857  0.70385  0.49007  3.34556  1.57634 -1.53109  3.47189  0.73646  0.28124  2.87982 -2.92001  0.49656  2.90602  1.13523 -0.19796  0.20471  1.89123   1.88261
53695.61901  -4.78119  0.26982 -41.52325  6.38763  0.16757  0.96859  0.70375  0.48957  1.72814  2.63714 -2.36308  2.58083 -0.30637  2.75505  0.16856 -2.43185 -0.95667  2.14169  0.69913 -0.00323  2.10909  0.27164   0.91854
53695.62075  -2.97408  0.27425 -42.05191  6.38738  0.16792  0.96876  0.70307  0.48965  2.66532  1.93711 -0.67232  2.97565 -0.24363  1.28871  2.54843  1.28801 -1.16558  2.50646  1.16475 -0.46816  1.54533 -0.11701   2.09290
53696.56223  -3.19461  0.26628 -40.68254  6.38586  0.16801  0.96954  0.70537  0.49031  0.58889  1.60816  1.91861 -0.60984  1.36627 -0.15139  3.32539  1.93774 -0.39794 -0.42322  1.11728  1.00437 -0.91846  3.62005  -0.88822
53696.56395  -4.73152  0.26948 -41.13191  6.38560  0.16836  0.96970  0.70546  0.49156  1.04370  2.30907  1.88968 -0.12519  1.35016  0.50814  3.39221  2.53747  0.61814 -1.10648  2.29081  0.55640 -0.28332  2.40297   1.72231
53696.56573  -4.20285  0.27724 -41.35037  6.38602  0.16843  0.96873  0.70525  0.49009  1.58911  2.49098  2.24854  0.20038  1.57965  1.15517  1.48575  3.59489  0.41451 -0.35217  1.55089  1.13525  0.24818  2.24531  -1.06692
53696.56746  -4.48916  0.26897 -41.61243  6.38654  0.16829  0.96877  0.70586  0.49120  0.95593  2.89110  1.46134  0.78988 -0.62334  3.06815  0.52353  1.19517  1.04071  0.40196 -0.74588  1.07030  1.93111  0.37962   2.40923
53696.56923  -3.16713  0.26768 -41.21519  6.38639  0.16773  0.96767  0.70500  0.48934  0.85874  1.71847  0.73652  0.20220  0.96710  0.63419  1.76244  0.66383  0.77132 -0.24912  0.60724  0.98995 -0.10975  3.36869  -3.83784
53696.57100  -4.16739  0.26563 -41.49578  6.38623  0.16833  0.96820  0.70504  0.49115  0.35439  3.65904  0.37811 -0.36681  1.36718  2.10525  2.56672  2.06573 -0.63994  0.01924  0.19952  0.87334  2.24867  2.43198  -2.21043
53696.57274  -5.17158  0.26178 -41.10276  6.38638  0.16803  0.96816  0.70448  0.48981  1.32316  1.91748  0.95551  0.44523  1.34326  1.09128  0.24415  1.98054 -0.16203  0.11278  1.03429  1.51391 -0.08505  1.03771   0.26597
53696.57448  -4.38281  0.26045 -40.66977  6.38586  0.16844  0.96818  0.70421  0.49168  0.88200  1.88432  0.18970  0.07233  1.69615  0.71227  0.74413  1.45531  0.08049 -0.47440  1.01288  1.89011 -0.57701  2.23555  -1.80817
53696.57626  -4.07751  0.26234 -41.43335  6.38536  0.16885  0.96824  0.70503  0.49095  0.36908  2.54205  0.20798 -0.47318  1.77419  0.75584  2.55446  2.59686 -1.56684 -0.46505  1.41411  1.53460 -0.37025  2.80678   0.33422
53696.57801  -2.93318  0.27145 -40.93425  6.38743  0.16758  0.96794  0.70512  0.49084  0.49090  2.31949 -1.09301  0.18193  1.44755  1.01161  1.59970  0.09049 -1.80713  0.74144  0.09274  2.11252  0.06429  1.26758   1.15473
53696.57980  -3.89377  0.26566 -41.96729  6.38735  0.16788  0.96841  0.70495  0.49177  1.00759  3.28063  2.07082 -0.41728  1.76053  2.47802 -0.52509  3.07242  0.21509 -1.03962  2.05396  1.02005  1.81065 -0.05017  -0.67176
53696.58155  -3.78423  0.26238 -41.36554  6.38641  0.16849  0.96968  0.70578  0.49162  0.90854  2.79943  0.72920  0.32887  0.81654  2.79569 -1.48754  1.08691  0.43790 -0.28890  1.46205 -0.05735  2.12967 -0.25297   1.40026
53696.58327  -3.59783  0.26260 -42.04780  6.38667  0.16843  0.96932  0.70665  0.49181  1.44445  2.28363  1.48557  0.25336  1.69476  0.02403  4.35768  1.45315  0.23070  0.07009  0.61349  2.55058 -2.35403  5.95221   0.91955
53696.58504  -5.48789  0.26424 -41.30040  6.38609  0.16823  0.97010  0.70681  0.49199  1.07955  2.83156  2.12066  0.05512  0.86158  2.36825 -0.05459  1.99839  1.21524 -0.70619  1.09009  0.96994  1.19962  0.44586   2.07895
53696.58678  -3.91239  0.26122 -41.91351  6.38541  0.16782  0.96862  0.70701  0.49187  0.55548  3.42950  0.88173  0.01374  0.62573  2.73006  1.14315 -0.19276  0.18072  0.18148 -0.22149  1.59738  1.64029  1.49075   0.90803
53696.58855  -4.89190  0.26245 -42.04938  6.38600  0.16802  0.96973  0.70647  0.49106  0.29859  2.95294  0.75028 -0.09311  0.37522  2.74859 -0.01989  2.64237 -0.62789 -0.68987  0.18608  2.95086  0.16678  1.39086   0.03068
53696.59030  -4.79204  0.26419 -42.10206  6.38463  0.16832  0.96945  0.70574  0.49227  0.08840  3.02668  1.54699 -0.94018  1.25833  2.23309  0.32947  0.86631  0.30363 -0.90523  0.41380  1.71091  1.19887  1.56819  -1.55239
53696.59206  -4.68691  0.25911 -41.87604  6.38568  0.16819  0.96888  0.70679  0.49273  0.65957  3.21747  2.33134 -0.63165  1.30928  3.02359 -1.81693  3.11012  0.87503 -1.50594  2.06061  0.33447  2.41067 -1.42724   1.98060
53696.59380  -4.17008  0.26195 -42.10384  6.38565  0.16830  0.96861  0.70634  0.49220  1.56713  1.64093  0.94165  1.13423  0.33893  1.07752  1.24474  2.27648 -0.14963  0.96836  0.78379 -0.39877  1.06019  0.14431   3.53681
53696.59556  -4.17515  0.26372 -41.23313  6.38600  0.16844  0.96821  0.70635  0.49152  0.67353  2.63160  0.49368  0.51637  0.01766  1.92182  2.34496  1.45289 -0.78107  1.04652 -0.77472  0.90460  1.40535  2.19127   0.16989
53696.59732  -4.05015  0.25909 -41.36336  6.38695  0.16838  0.96872  0.70600  0.49153  0.99512  2.77346  1.27056 -0.12550  1.66029  1.35688  1.61601  1.84979  0.01557 -0.32992  1.11607  1.48478 -0.03703  2.42830   2.07557
53696.59906  -4.90041  0.25989 -42.11106  6.38438  0.16841  0.96849  0.70633  0.49124  0.33989  3.09969  1.39580 -0.45099  0.83864  2.47079  0.53283  2.29249 -0.24699 -0.29733 -0.04904  1.67175  1.45670  0.83556   0.88171
53696.60082  -4.82510  0.25839 -41.49491  6.38377  0.16838  0.96791  0.70529  0.48981  1.41427  3.65285  1.87000 -0.50704  3.08484  1.67351  0.83391  2.36395  0.54949 -0.95791  2.19319  1.81040  0.97966  0.77272   0.88453
53696.60258  -5.66491  0.25548 -42.14304  6.38417  0.16808  0.96827  0.70543  0.49101  1.29100  2.43444  0.53526  0.38633  1.69499  1.07264  1.36202  1.84703  0.66801 -0.20593  0.86065  1.47666 -0.25641  3.50165  -1.20795
53696.60432  -4.56475  0.25715 -41.93786  6.38554  0.16809  0.96834  0.70545  0.49091  0.53229  3.79570  0.62108 -0.77855  2.53738  1.58909  2.62282  1.45423  0.69969 -1.33820  1.31641  1.98360 -0.23774  5.46148  -1.14879
53696.68219  -4.91984  0.28333 -42.16887  6.38478  0.16763  0.96803  0.70463  0.48959  1.43925  2.33521  0.37368  0.72868  1.33003  0.26243  4.31527  2.53315 -1.15920  0.44033  1.94873  0.26071 -0.46041  4.17420   0.41253
53696.68394  -4.02979  0.27199 -41.30549  6.38348  0.16755  0.96862  0.70372  0.48801  1.45700  2.32067  1.88137  0.70643  0.42094  1.06653  3.38021  3.79830 -0.67818  0.60632  1.45735 -0.72287  0.78522  3.03860   1.52580
53696.68568  -5.24612  0.27543 -41.20878  6.38337  0.16776  0.96821  0.70430  0.48944  1.68573  2.28314  0.36046  0.92259  1.45573  0.61897  2.84804  0.69002 -0.87698  1.39331 -0.05253  2.34006 -0.83637  3.95098  -1.13529
53697.64126  -2.33788  0.31822 -40.99627  6.38645  0.16727  0.96953  0.70573  0.48900  1.14657  2.63797  0.89260  0.63581  0.53949  1.92608  1.32677  3.09072  0.41505  0.17109  0.23394  0.73684  1.58290  1.37192  -1.00463
53697.64296  -2.91941  0.31543 -41.08545  6.38645  0.16740  0.96867  0.70559  0.48821  1.27769  3.81241  1.60526 -0.10886  1.96083  1.85288  2.78083  2.61374  0.61318 -0.37979  0.72735  1.96620  1.15714  1.52565   2.07731
53697.64474  -1.74068  0.34288 -42.09025  6.38706  0.16702  0.96851  0.70490  0.48905  0.73964  2.49371  2.32298 -0.45830  1.10442  0.91980  2.97495  3.67166  0.52558  0.02819 -0.77181  1.44829  1.04389  1.77695  -0.30487
53697.64653  -3.12531  0.36168 -43.41305  6.38600  0.16667  0.96841  0.70417  0.48929  0.20508  2.65997 -1.18635  0.51645  0.05804  2.80586 -0.52111  0.28206  0.55492  0.53868 -1.62052  1.18715  1.68267  1.41032   0.95662
53697.64826  -2.57539  0.32393 -42.70192  6.38591  0.16729  0.96866  0.70542  0.48915  2.21772  2.55738  2.41889  1.57031 -0.11436  3.43740 -2.54518  3.95422  0.77941  1.17441  0.02074  0.43072  2.99176 -2.06300   0.94340
53697.64999  -4.22362  0.30208 -40.98980  6.38568  0.16791  0.96885  0.70507  0.48890  1.67697  3.92291  0.34682  1.25145  0.70593  3.49449  0.14677  0.67526  0.78517  1.27552 -1.14344  2.11042  2.51241  1.44644  -1.70030
53697.65176  -3.31465  0.28544 -42.13148  6.38538  0.16800  0.96915  0.70467  0.48910  1.19526  3.60918 -0.13778  0.49251  1.63644  2.81509 -0.32361  0.13099  1.05080 -0.47026  1.20669  1.50170  1.59781  0.93230   0.38110
53697.65349  -5.21357  0.27843 -42.00609  6.38542  0.16769  0.96962  0.70413  0.48874  2.08092  4.70189  1.71773  0.90272  1.45437  2.99119  2.98728  5.71341 -0.81771  0.87682  0.97840  0.80382  2.30953  3.58577  -0.41882
53697.65527  -4.08509  0.29857 -42.33321  6.38548  0.16773  0.96894  0.70462  0.48977  2.43030  5.21962  0.96346  2.16941 -0.05500  4.91993  1.04976  2.02714  1.30961  0.91927  0.36298  1.34371  4.12133  0.54068  -1.68715
53697.65703  -4.37411  0.30479 -41.15769  6.38608  0.16758  0.96907  0.70380  0.48974  2.06690  4.38147  2.37816  1.04103  0.72078  2.61831  4.30515  3.64419  0.40445  1.38635 -0.58466  1.16949  2.60301  2.23081   1.63037
53697.65874  -4.02430  0.30252 -41.45069  6.38678  0.16785  0.96865  0.70460  0.48802  2.09426  3.51175  2.72588  1.23019  0.13925  2.84011  1.88858  2.73994  2.52775  0.39978 -0.37334  1.11146  2.33163  0.81007   1.37453
53697.66051  -3.70331  0.28709 -41.41083  6.38638  0.16836  0.96812  0.70423  0.49073  1.00569  3.89146  1.88845 -0.05421  1.09885  3.22320  0.23605 -0.52591  3.27374 -1.19389 -0.18164  2.78232  2.21948 -0.04426  -1.64167
53697.66222  -3.24913  0.28889 -42.61308  6.38781  0.16789  0.97048  0.70422  0.49083  1.30711  3.74526  1.32834  1.25801 -0.75460  3.91557  0.78291  1.30482  1.55918  0.24395 -0.02497  0.50966  3.51276 -0.48950   0.56586
53697.66403  -4.88839  0.29391 -43.02332  6.38714  0.16733  0.96910  0.70451  0.49029  2.03871  3.79369  1.51315  1.92764 -0.72022  4.26759 -0.27152  2.87092  1.38982  1.49206 -1.78504  1.88389  3.40360 -0.22950  -0.92832
53697.66575  -3.58234  0.29906 -41.62123  6.38624  0.16745  0.96967  0.70363  0.49051  1.81616  3.96918  1.22075  0.77604  1.49766  2.44229  2.24784  1.77213  0.16064  0.69579 -0.04307  2.89326  1.35346  1.49679  -0.49535
53697.66749  -3.88062  0.31122 -40.52233  6.38625  0.16786  0.96939  0.70361  0.49222  2.05352  1.56167 -0.46102  2.12942  0.12420  0.60626  2.73935  1.86530 -0.20028  1.29125  1.04622 -0.05028  0.52407  1.78585  -0.83579
53697.66933  -3.76613  0.31064 -41.92879  6.38658  0.16798  0.96847  0.70412  0.49195  1.78780  4.04887  1.45376  0.66915  1.48726  4.21892 -2.95167  3.47872  0.30595 -0.02486  1.05723  1.93975  3.12749 -2.07836   0.11676
